Cluster,ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
hsa-miR-141-3p,CC,GO:0031234,extrinsic component of cytoplasmic side of plasma membrane,2/54,49/20820,0.0408,15.737,5.2666,0.0072,0.0393,0.0249,GNAI2/GNB1,2
hsa-miR-141-3p,BP,GO:0042149,cellular response to glucose starvation,2/54,49/20820,0.0408,15.737,5.2666,0.0072,0.0393,0.0249,YWHAG/YWHAZ,2
hsa-miR-141-3p,CC,GO:0042645,mitochondrial nucleoid,2/54,49/20820,0.0408,15.737,5.2666,0.0072,0.0393,0.0249,LRPPRC/HADHB,2
hsa-miR-141-3p,BP,GO:0045197,establishment or maintenance of epithelial cell apical/basal polarity,2/54,49/20820,0.0408,15.737,5.2666,0.0072,0.0393,0.0249,RHOA/WDR1,2
hsa-miR-141-3p,CC,GO:0098686,hippocampal mossy fiber to CA3 synapse,2/54,49/20820,0.0408,15.737,5.2666,0.0072,0.0393,0.0249,GNAI2/YWHAZ,2
hsa-miR-141-3p,BP,GO:0046032,ADP catabolic process,4/54,99/20820,0.0404,15.578,7.4141,1e-04,0.0025,0.0016,ALDOA/GAPDH/PGK1/SRC,4
hsa-miR-141-3p,CC,GO:0005925,focal adhesion,17/54,424/20820,0.0401,15.4586,15.3386,0,0,0,ACTB/ADAM10/ARPC2/CD9/CORO1C/CYFIP1/HSP90B1/HSPA8/NCKAP1/RAC1/RHOA/SRC/VCL/YWHAB/YWHAG/YWHAQ/YWHAZ,17
hsa-miR-141-3p,BP,GO:0071897,DNA biosynthetic process,7/54,175/20820,0.04,15.4222,9.77,0,0,0,CCT8/HNRNPD/HSP90AA1/HSP90AB1/SRC/TENT4B/VCP,7
hsa-miR-141-3p,BP,GO:0001952,regulation of cell-matrix adhesion,5/54,125/20820,0.04,15.4222,8.2472,0,5e-04,3e-04,CORO1C/RAC1/RHOA/SRC/VCL,5
hsa-miR-141-3p,BP,GO:0032206,positive regulation of telomere maintenance,3/54,75/20820,0.04,15.4222,6.3805,0.001,0.0098,0.0062,CCT8/HNRNPD/HSP90AA1,3
hsa-miR-141-3p,BP,GO:2000404,regulation of T cell migration,2/54,50/20820,0.04,15.4222,5.2065,0.0075,0.0407,0.0257,ADAM10/RHOA,2
hsa-miR-141-3p,BP,GO:0019364,pyridine nucleotide catabolic process,4/54,101/20820,0.0396,15.2695,7.3305,1e-04,0.0027,0.0017,ALDOA/GAPDH/PGK1/SRC,4
hsa-miR-141-3p,BP,GO:1902905,positive regulation of supramolecular fiber organization,7/54,177/20820,0.0395,15.248,9.7074,0,0,0,ARPC2/CD47/CYFIP1/NCKAP1/RAC1/RHOA/WDR1,7
hsa-miR-141-3p,BP,GO:0061077,chaperone-mediated protein folding,3/54,76/20820,0.0395,15.2193,6.3327,0.001,0.01,0.0063,CCT8/HSP90AB1/HSPA8,3
hsa-miR-141-3p,BP,GO:0070527,platelet aggregation,3/54,76/20820,0.0395,15.2193,6.3327,0.001,0.01,0.0063,ACTB/CD9/VCL,3
hsa-miR-141-3p,CC,GO:0030055,cell-substrate junction,17/54,434/20820,0.0392,15.1024,15.1399,0,0,0,ACTB/ADAM10/ARPC2/CD9/CORO1C/CYFIP1/HSP90B1/HSPA8/NCKAP1/RAC1/RHOA/SRC/VCL/YWHAB/YWHAG/YWHAQ/YWHAZ,17
hsa-miR-141-3p,BP,GO:0009137,purine nucleoside diphosphate catabolic process,4/54,102/20820,0.0392,15.1198,7.2896,1e-04,0.0027,0.0017,ALDOA/GAPDH/PGK1/SRC,4
hsa-miR-141-3p,BP,GO:0009181,purine ribonucleoside diphosphate catabolic process,4/54,102/20820,0.0392,15.1198,7.2896,1e-04,0.0027,0.0017,ALDOA/GAPDH/PGK1/SRC,4
hsa-miR-141-3p,BP,GO:1905144,response to acetylcholine,2/54,51/20820,0.0392,15.1198,5.1482,0.0078,0.0417,0.0264,GNAI2/GNB1,2
hsa-miR-141-3p,BP,GO:0072526,pyridine-containing compound catabolic process,4/54,104/20820,0.0385,14.8291,7.2095,2e-04,0.0029,0.0018,ALDOA/GAPDH/PGK1/SRC,4
hsa-miR-141-3p,CC,GO:0014704,intercalated disc,2/54,52/20820,0.0385,14.8291,5.0915,0.0081,0.0429,0.0271,VCL/YWHAH,2
hsa-miR-141-3p,BP,GO:0030838,positive regulation of actin filament polymerization,2/54,52/20820,0.0385,14.8291,5.0915,0.0081,0.0429,0.0271,ARPC2/NCKAP1,2
hsa-miR-141-3p,BP,GO:0043457,regulation of cellular respiration,2/54,52/20820,0.0385,14.8291,5.0915,0.0081,0.0429,0.0271,RHOA/VCP,2
hsa-miR-141-3p,BP,GO:1904262,negative regulation of TORC1 signaling,2/54,52/20820,0.0385,14.8291,5.0915,0.0081,0.0429,0.0271,YWHAG/YWHAZ,2
hsa-miR-141-3p,BP,GO:0009191,ribonucleoside diphosphate catabolic process,4/54,105/20820,0.0381,14.6878,7.1703,2e-04,0.003,0.0019,ALDOA/GAPDH/PGK1/SRC,4
hsa-miR-141-3p,BP,GO:0046031,ADP metabolic process,4/54,105/20820,0.0381,14.6878,7.1703,2e-04,0.003,0.0019,ALDOA/GAPDH/PGK1/SRC,4
hsa-miR-141-3p,CC,GO:0001726,ruffle,7/54,185/20820,0.0378,14.5886,9.4669,0,0,0,CORO1C/CYFIP1/DIAPH1/NCKAP1/RAC1/RHOA/SRC,7
hsa-miR-141-3p,MF,GO:0004864,protein phosphatase inhibitor activity,2/54,53/20820,0.0377,14.5493,5.0364,0.0084,0.0434,0.0274,HSP90B1/YWHAB,2
hsa-miR-141-3p,MF,GO:0005246,calcium channel regulator activity,2/54,53/20820,0.0377,14.5493,5.0364,0.0084,0.0434,0.0274,CALM1/SLC30A1,2
hsa-miR-141-3p,CC,GO:0030315,T-tubule,2/54,53/20820,0.0377,14.5493,5.0364,0.0084,0.0434,0.0274,ATP1A1/SLC30A1,2
hsa-miR-141-3p,BP,GO:0030520,estrogen receptor signaling pathway,2/54,53/20820,0.0377,14.5493,5.0364,0.0084,0.0434,0.0274,PHB2/SRC,2
hsa-miR-141-3p,BP,GO:0035088,establishment or maintenance of apical/basal cell polarity,2/54,53/20820,0.0377,14.5493,5.0364,0.0084,0.0434,0.0274,RHOA/WDR1,2
hsa-miR-141-3p,BP,GO:0061245,establishment or maintenance of bipolar cell polarity,2/54,53/20820,0.0377,14.5493,5.0364,0.0084,0.0434,0.0274,RHOA/WDR1,2
hsa-miR-141-3p,BP,GO:0098926,postsynaptic signal transduction,2/54,53/20820,0.0377,14.5493,5.0364,0.0084,0.0434,0.0274,GNAI2/GNB1,2
hsa-miR-141-3p,BP,GO:1904707,positive regulation of vascular associated smooth muscle cell proliferation,2/54,53/20820,0.0377,14.5493,5.0364,0.0084,0.0434,0.0274,GNAI2/SRC,2
hsa-miR-141-3p,BP,GO:0051495,positive regulation of cytoskeleton organization,7/54,186/20820,0.0376,14.5102,9.4379,0,0,0,ARPC2/CD47/CYFIP1/NCKAP1/RAC1/RHOA/WDR1,7
hsa-miR-141-3p,MF,GO:0019888,protein phosphatase regulator activity,4/54,107/20820,0.0374,14.4133,7.0934,2e-04,0.0031,0.002,CALM1/HSP90AB1/HSP90B1/YWHAB,4
hsa-miR-141-3p,BP,GO:0007043,cell-cell junction assembly,6/54,161/20820,0.0373,14.3685,8.6835,0,2e-04,1e-04,ACTB/CD9/RAC1/RHOA/VCL/WDR1,6
hsa-miR-141-3p,BP,GO:0000723,telomere maintenance,6/54,162/20820,0.037,14.2798,8.6528,0,2e-04,1e-04,CCT8/HNRNPD/HSP90AA1/HSP90AB1/SRC/TENT4B,6
hsa-miR-141-3p,BP,GO:0009134,nucleoside diphosphate catabolic process,4/54,108/20820,0.037,14.2798,7.0558,2e-04,0.0031,0.002,ALDOA/GAPDH/PGK1/SRC,4
hsa-miR-141-3p,MF,GO:0003925,G protein activity,2/54,54/20820,0.037,14.2798,4.9827,0.0087,0.0443,0.028,RAC1/RHOA,2
hsa-miR-141-3p,MF,GO:0019829,ATPase-coupled monoatomic cation transmembrane transporter activity,2/54,54/20820,0.037,14.2798,4.9827,0.0087,0.0443,0.028,ATP1A1/ATP6V1A,2
hsa-miR-141-3p,MF,GO:0050661,NADP binding,2/54,54/20820,0.037,14.2798,4.9827,0.0087,0.0443,0.028,GAPDH/PGD,2
hsa-miR-141-3p,CC,GO:0098533,ATPase dependent transmembrane transport complex,2/54,54/20820,0.037,14.2798,4.9827,0.0087,0.0443,0.028,ATP1A1/ATP6V1A,2
hsa-miR-141-3p,MF,GO:0140313,molecular sequestering activity,2/54,55/20820,0.0364,14.0202,4.9304,0.009,0.0454,0.0287,YWHAG/YWHAZ,2
hsa-miR-141-3p,CC,GO:1904724,tertiary granule lumen,2/54,55/20820,0.0364,14.0202,4.9304,0.009,0.0454,0.0287,ALDOA/CYFIP1,2
hsa-miR-141-3p,BP,GO:0045216,cell-cell junction organization,8/54,222/20820,0.036,13.8939,9.8491,0,0,0,ACTB/ADAM10/CD9/RAC1/RHOA/SRC/VCL/WDR1,8
hsa-miR-141-3p,BP,GO:0008360,regulation of cell shape,5/54,139/20820,0.036,13.8689,7.7627,0,8e-04,5e-04,ALDOA/CYFIP1/DIAPH1/RAC1/WDR1,5
hsa-miR-141-3p,BP,GO:0010761,fibroblast migration,2/54,56/20820,0.0357,13.7698,4.8795,0.0093,0.0465,0.0294,CORO1C/RAC1,2
hsa-miR-141-3p,MF,GO:0019212,phosphatase inhibitor activity,2/54,56/20820,0.0357,13.7698,4.8795,0.0093,0.0465,0.0294,HSP90B1/YWHAB,2
hsa-miR-141-3p,BP,GO:0086065,cell communication involved in cardiac conduction,2/54,56/20820,0.0357,13.7698,4.8795,0.0093,0.0465,0.0294,ATP1A1/CALM1,2
hsa-miR-141-3p,BP,GO:0030038,contractile actin filament bundle assembly,4/54,114/20820,0.0351,13.5283,6.8398,2e-04,0.0036,0.0023,CD47/RAC1/RHOA/SRC,4
hsa-miR-141-3p,BP,GO:0043149,stress fiber assembly,4/54,114/20820,0.0351,13.5283,6.8398,2e-04,0.0036,0.0023,CD47/RAC1/RHOA/SRC,4
hsa-miR-141-3p,CC,GO:0030027,lamellipodium,7/54,203/20820,0.0345,13.295,8.9767,0,1e-04,0,ACTB/ARPC2/CORO1C/CYFIP1/NCKAP1/RAC1/RHOA,7
hsa-miR-141-3p,BP,GO:0000288,nuclear-transcribed mRNA catabolic process deadenylation-dependent decay,2/54,58/20820,0.0345,13.295,4.7814,0.0099,0.0487,0.0308,HNRNPD/TENT4B,2
hsa-miR-141-3p,BP,GO:0035329,hippo signaling,2/54,58/20820,0.0345,13.295,4.7814,0.0099,0.0487,0.0308,SRC/VCP,2
hsa-miR-141-3p,CC,GO:0097225,sperm midpiece,2/54,58/20820,0.0345,13.295,4.7814,0.0099,0.0487,0.0308,CALM1/HSP90AA1,2
hsa-miR-141-3p,BP,GO:1900180,regulation of protein localization to nucleus,5/54,146/20820,0.0342,13.204,7.546,0,0.001,6e-04,CCT8/HSP90AA1/SRC/TRIM28/YWHAZ,5
hsa-miR-141-3p,BP,GO:0009135,purine nucleoside diphosphate metabolic process,4/54,117/20820,0.0342,13.1814,6.7379,2e-04,0.0038,0.0024,ALDOA/GAPDH/PGK1/SRC,4
hsa-miR-141-3p,BP,GO:0009179,purine ribonucleoside diphosphate metabolic process,4/54,117/20820,0.0342,13.1814,6.7379,2e-04,0.0038,0.0024,ALDOA/GAPDH/PGK1/SRC,4
hsa-miR-141-3p,MF,GO:0019208,phosphatase regulator activity,4/54,117/20820,0.0342,13.1814,6.7379,2e-04,0.0038,0.0024,CALM1/HSP90AB1/HSP90B1/YWHAB,4
hsa-miR-141-3p,BP,GO:0031334,positive regulation of protein-containing complex assembly,7/54,205/20820,0.0341,13.1653,8.926,0,1e-04,0,ARPC2/HSP90AA1/NCKAP1/RAC1/RHOA/SRC/VCP,7
hsa-miR-141-3p,MF,GO:0045309,protein phosphorylated amino acid binding,2/54,59/20820,0.0339,13.0697,4.7342,0.0103,0.0498,0.0315,YWHAB/YWHAZ,2
hsa-miR-141-3p,BP,GO:0086009,membrane repolarization,2/54,59/20820,0.0339,13.0697,4.7342,0.0103,0.0498,0.0315,ATP1A1/WDR1,2
hsa-miR-141-3p,BP,GO:0060491,regulation of cell projection assembly,7/54,208/20820,0.0337,12.9754,8.8514,0,1e-04,0,ARPC2/CORO1C/CYFIP1/HSP90AA1/NCKAP1/RAC1/SRC,7
hsa-miR-141-3p,BP,GO:0030518,nuclear receptor-mediated steroid hormone signaling pathway,4/54,119/20820,0.0336,12.9599,6.672,3e-04,0.004,0.0025,PHB2/RHOA/SRC/YWHAH,4
hsa-miR-141-3p,BP,GO:0019362,pyridine nucleotide metabolic process,6/54,180/20820,0.0333,12.8519,8.1436,0,3e-04,2e-04,ALDOA/GAPDH/PGD/PGK1/SRC/VCP,6
hsa-miR-141-3p,BP,GO:0046496,nicotinamide nucleotide metabolic process,6/54,180/20820,0.0333,12.8519,8.1436,0,3e-04,2e-04,ALDOA/GAPDH/PGD/PGK1/SRC/VCP,6
hsa-miR-141-3p,CC,GO:0031256,leading edge membrane,6/54,183/20820,0.0328,12.6412,8.0658,0,3e-04,2e-04,CORO1C/DIAPH1/NCKAP1/RAC1/RHOA/SRC,6
hsa-miR-141-3p,BP,GO:0022604,regulation of cell morphogenesis,8/54,247/20820,0.0324,12.4876,9.2615,0,0,0,ALDOA/CORO1C/CYFIP1/DIAPH1/RAC1/SLC30A1/SRC/WDR1,8
hsa-miR-141-3p,BP,GO:0008154,actin polymerization or depolymerization,6/54,187/20820,0.0321,12.3708,7.9649,0,3e-04,2e-04,ARPC2/CYFIP1/DIAPH1/NCKAP1/RAC1/WDR1,6
hsa-miR-141-3p,BP,GO:0072524,pyridine-containing compound metabolic process,6/54,187/20820,0.0321,12.3708,7.9649,0,3e-04,2e-04,ALDOA/GAPDH/PGD/PGK1/SRC/VCP,6
hsa-miR-141-3p,BP,GO:0030041,actin filament polymerization,5/54,156/20820,0.0321,12.3575,7.2609,1e-04,0.0013,8e-04,ARPC2/CYFIP1/DIAPH1/NCKAP1/RAC1,5
hsa-miR-141-3p,BP,GO:0140115,export across plasma membrane,3/54,94/20820,0.0319,12.305,5.6018,0.0019,0.0161,0.0102,ATP1A1/CALM1/SLC30A1,3
hsa-miR-141-3p,BP,GO:1902369,negative regulation of RNA catabolic process,3/54,94/20820,0.0319,12.305,5.6018,0.0019,0.0161,0.0102,LRPPRC/HNRNPD/TENT4B,3
hsa-miR-141-3p,BP,GO:0032200,telomere organization,6/54,189/20820,0.0317,12.2399,7.9156,0,3e-04,2e-04,CCT8/HNRNPD/HSP90AA1/HSP90AB1/SRC/TENT4B,6
hsa-miR-141-3p,BP,GO:0051492,regulation of stress fiber assembly,3/54,95/20820,0.0316,12.1754,5.5671,0.0019,0.0163,0.0103,CD47/RAC1/RHOA,3
hsa-miR-141-3p,BP,GO:0071677,positive regulation of mononuclear cell migration,3/54,95/20820,0.0316,12.1754,5.5671,0.0019,0.0163,0.0103,ADAM10/CD47/RHOA,3
hsa-miR-141-3p,BP,GO:0006090,pyruvate metabolic process,4/54,127/20820,0.0315,12.1435,6.4233,3e-04,0.0047,0.003,ALDOA/GAPDH/PGK1/SRC,4
hsa-miR-141-3p,MF,GO:0042826,histone deacetylase binding,4/54,127/20820,0.0315,12.1435,6.4233,3e-04,0.0047,0.003,HNRNPD/HSP90AA1/HSP90AB1/YWHAB,4
hsa-miR-141-3p,CC,GO:1904949,ATPase complex,4/54,127/20820,0.0315,12.1435,6.4233,3e-04,0.0047,0.003,ACTB/ATP6V1A/DEK/VCP,4
hsa-miR-141-3p,BP,GO:0009185,ribonucleoside diphosphate metabolic process,4/54,128/20820,0.0312,12.0486,6.3938,3e-04,0.0048,0.003,ALDOA/GAPDH/PGK1/SRC,4
hsa-miR-141-3p,BP,GO:0009166,nucleotide catabolic process,5/54,162/20820,0.0309,11.8999,7.1021,1e-04,0.0014,9e-04,ALDOA/GAPDH/PGK1/SRC/VCP,5
hsa-miR-141-3p,BP,GO:0061337,cardiac conduction,3/54,97/20820,0.0309,11.9244,5.4993,0.002,0.0172,0.0109,ATP1A1/CALM1/SRC,3
hsa-miR-141-3p,BP,GO:0009154,purine ribonucleotide catabolic process,4/54,130/20820,0.0308,11.8632,6.3358,4e-04,0.0049,0.0031,ALDOA/GAPDH/PGK1/SRC,4
hsa-miR-141-3p,BP,GO:0071346,cellular response to type II interferon,3/54,98/20820,0.0306,11.8027,5.4661,0.0021,0.0175,0.011,CALM1/CD47/GAPDH,3
hsa-miR-141-3p,BP,GO:0046034,ATP metabolic process,7/54,230/20820,0.0304,11.7343,8.3476,0,1e-04,1e-04,ALDOA/ATP6V1A/GAPDH/HSPA8/PGK1/SRC/VCP,7
hsa-miR-141-3p,BP,GO:0034766,negative regulation of monoatomic ion transmembrane transport,3/54,99/20820,0.0303,11.6835,5.4335,0.0022,0.0179,0.0113,CALM1/SLC30A1/YWHAQ,3
hsa-miR-141-3p,BP,GO:0051017,actin filament bundle assembly,5/54,166/20820,0.0301,11.6131,7.0008,1e-04,0.0016,0.001,CD47/HSP90B1/RAC1/RHOA/SRC,5
hsa-miR-141-3p,BP,GO:0006754,ATP biosynthetic process,3/54,100/20820,0.03,11.5667,5.4012,0.0022,0.0183,0.0115,ALDOA/ATP6V1A/VCP,3
hsa-miR-141-3p,BP,GO:1903432,regulation of TORC1 signaling,3/54,100/20820,0.03,11.5667,5.4012,0.0022,0.0183,0.0115,SRC/YWHAG/YWHAZ,3
hsa-miR-141-3p,BP,GO:0009132,nucleoside diphosphate metabolic process,4/54,134/20820,0.0299,11.5091,6.2234,4e-04,0.0054,0.0034,ALDOA/GAPDH/PGK1/SRC,4
hsa-miR-141-3p,MF,GO:0031625,ubiquitin protein ligase binding,9/54,302/20820,0.0298,11.4901,9.3641,0,0,0,LRPPRC/HSP90AA1/HSP90AB1/HSPA8/TRIM28/TUBA1B/VCL/VCP/YWHAZ,9
hsa-miR-141-3p,BP,GO:0006942,regulation of striated muscle contraction,3/54,101/20820,0.0297,11.4521,5.3695,0.0023,0.0186,0.0117,ATP1A1/CALM1/HSP90AA1,3
hsa-miR-141-3p,BP,GO:0034109,homotypic cell-cell adhesion,3/54,101/20820,0.0297,11.4521,5.3695,0.0023,0.0186,0.0117,ACTB/CD9/VCL,3
hsa-miR-141-3p,BP,GO:0043401,steroid hormone receptor signaling pathway,4/54,135/20820,0.0296,11.4239,6.1961,4e-04,0.0054,0.0034,PHB2/RHOA/SRC/YWHAH,4
hsa-miR-141-3p,BP,GO:0061572,actin filament bundle organization,5/54,170/20820,0.0294,11.3399,6.9029,1e-04,0.0017,0.0011,CD47/HSP90B1/RAC1/RHOA/SRC,5
hsa-miR-141-3p,BP,GO:0009261,ribonucleotide catabolic process,4/54,136/20820,0.0294,11.3399,6.169,4e-04,0.0055,0.0035,ALDOA/GAPDH/PGK1/SRC,4
hsa-miR-141-3p,BP,GO:0050773,regulation of dendrite development,3/54,102/20820,0.0294,11.3399,5.3382,0.0024,0.0189,0.012,CYFIP1/SLC30A1/YWHAH,3
hsa-miR-141-3p,BP,GO:0120032,regulation of plasma membrane bounded cell projection assembly,6/54,206/20820,0.0291,11.2298,7.5243,0,5e-04,3e-04,ARPC2/CORO1C/CYFIP1/HSP90AA1/NCKAP1/RAC1,6
hsa-miR-141-3p,BP,GO:0006195,purine nucleotide catabolic process,4/54,139/20820,0.0288,11.0951,6.0895,5e-04,0.0059,0.0037,ALDOA/GAPDH/PGK1/SRC,4
hsa-miR-141-3p,BP,GO:0009408,response to heat,3/54,104/20820,0.0288,11.1218,5.2768,0.0025,0.0198,0.0125,HSP90AA1/HSP90AB1/VCP,3
hsa-miR-141-3p,BP,GO:0030168,platelet activation,4/54,140/20820,0.0286,11.0159,6.0636,5e-04,0.006,0.0038,ACTB/CD9/SRC/VCL,4
hsa-miR-141-3p,BP,GO:2001252,positive regulation of chromosome organization,3/54,105/20820,0.0286,11.0159,5.2468,0.0026,0.0202,0.0127,CCT8/HNRNPD/HSP90AA1,3
hsa-miR-141-3p,BP,GO:0071383,cellular response to steroid hormone stimulus,6/54,211/20820,0.0284,10.9637,7.4179,0,5e-04,3e-04,ATP1A1/HSPA8/PHB2/RHOA/SRC/YWHAH,6
hsa-miR-141-3p,BP,GO:0110020,regulation of actomyosin structure organization,3/54,106/20820,0.0283,10.9119,5.2171,0.0026,0.0206,0.013,CD47/RAC1/RHOA,3
hsa-miR-141-3p,MF,GO:0044389,ubiquitin-like protein ligase binding,9/54,322/20820,0.028,10.7764,9.0157,0,0,0,LRPPRC/HSP90AA1/HSP90AB1/HSPA8/TRIM28/TUBA1B/VCL/VCP/YWHAZ,9
hsa-miR-141-3p,CC,GO:0042383,sarcolemma,4/54,143/20820,0.028,10.7848,5.9872,5e-04,0.0063,0.004,ATP1A1/CORO1C/SLC30A1/VCL,4
hsa-miR-141-3p,BP,GO:0032231,regulation of actin filament bundle assembly,3/54,107/20820,0.028,10.81,5.1879,0.0027,0.021,0.0133,CD47/RAC1/RHOA,3
hsa-miR-141-3p,BP,GO:1901222,regulation of non-canonical NF-kappaB signal transduction,3/54,107/20820,0.028,10.81,5.1879,0.0027,0.021,0.0133,PHB2/RHOA/VCP,3
hsa-miR-141-3p,BP,GO:0009205,purine ribonucleoside triphosphate metabolic process,7/54,254/20820,0.0276,10.6255,7.8708,0,2e-04,1e-04,ALDOA/ATP6V1A/GAPDH/HSPA8/PGK1/SRC/VCP,7
hsa-miR-141-3p,CC,GO:0005903,brush border,3/54,109/20820,0.0275,10.6116,5.1305,0.0029,0.0218,0.0138,ACTB/HSP90AA1/VCL,3
hsa-miR-141-3p,CC,GO:0030863,cortical cytoskeleton,3/54,109/20820,0.0275,10.6116,5.1305,0.0029,0.0218,0.0138,ACTB/VCL/WDR1,3
hsa-miR-141-3p,BP,GO:0006986,response to unfolded protein,4/54,146/20820,0.0274,10.5632,5.9131,6e-04,0.0066,0.0041,HSP90AA1/HSP90AB1/HSPA8/VCP,4
hsa-miR-141-3p,BP,GO:0008064,regulation of actin polymerization or depolymerization,4/54,146/20820,0.0274,10.5632,5.9131,6e-04,0.0066,0.0041,ARPC2/CYFIP1/NCKAP1/WDR1,4
hsa-miR-141-3p,BP,GO:1901292,nucleoside phosphate catabolic process,5/54,184/20820,0.0272,10.4771,6.5845,1e-04,0.0023,0.0014,ALDOA/GAPDH/PGK1/SRC/VCP,5
hsa-miR-141-3p,BP,GO:0071675,regulation of mononuclear cell migration,4/54,148/20820,0.027,10.4204,5.8649,6e-04,0.0068,0.0043,ADAM10/CD47/CD9/RHOA,4
hsa-miR-141-3p,BP,GO:0007229,integrin-mediated signaling pathway,3/54,111/20820,0.027,10.4204,5.0746,0.003,0.0225,0.0142,ADAM10/CD47/SRC,3
hsa-miR-141-3p,BP,GO:0009206,purine ribonucleoside triphosphate biosynthetic process,3/54,111/20820,0.027,10.4204,5.0746,0.003,0.0225,0.0142,ALDOA/ATP6V1A/VCP,3
hsa-miR-141-3p,BP,GO:0009144,purine nucleoside triphosphate metabolic process,7/54,261/20820,0.0268,10.3406,7.7436,0,2e-04,1e-04,ALDOA/ATP6V1A/GAPDH/HSPA8/PGK1/SRC/VCP,7
hsa-miR-141-3p,BP,GO:0009199,ribonucleoside triphosphate metabolic process,7/54,261/20820,0.0268,10.3406,7.7436,0,2e-04,1e-04,ALDOA/ATP6V1A/GAPDH/HSPA8/PGK1/SRC/VCP,7
hsa-miR-141-3p,BP,GO:0010810,regulation of cell-substrate adhesion,6/54,224/20820,0.0268,10.3274,7.1572,0,7e-04,4e-04,ARPC2/CORO1C/RAC1/RHOA/SRC/VCL,6
hsa-miR-141-3p,BP,GO:0030832,regulation of actin filament length,4/54,149/20820,0.0268,10.3505,5.8411,6e-04,0.0069,0.0043,ARPC2/CYFIP1/NCKAP1/WDR1,4
hsa-miR-141-3p,MF,GO:0005200,structural constituent of cytoskeleton,3/54,112/20820,0.0268,10.3274,5.0472,0.0031,0.0229,0.0145,ACTB/ARPC2/TUBA1B,3
hsa-miR-141-3p,BP,GO:0009145,purine nucleoside triphosphate biosynthetic process,3/54,112/20820,0.0268,10.3274,5.0472,0.0031,0.0229,0.0145,ALDOA/ATP6V1A/VCP,3
hsa-miR-141-3p,BP,GO:0002687,positive regulation of leukocyte migration,4/54,152/20820,0.0263,10.1462,5.7712,7e-04,0.0074,0.0046,ADAM10/CD47/RAC1/RHOA,4
hsa-miR-141-3p,BP,GO:0038202,TORC1 signaling,3/54,114/20820,0.0263,10.1462,4.9934,0.0032,0.0238,0.015,SRC/YWHAG/YWHAZ,3
hsa-miR-141-3p,BP,GO:0071902,positive regulation of protein serine/threonine kinase activity,3/54,114/20820,0.0263,10.1462,4.9934,0.0032,0.0238,0.015,CALM1/RHOA/SRC,3
hsa-miR-141-3p,BP,GO:0110053,regulation of actin filament organization,7/54,267/20820,0.0262,10.1082,7.6384,0,2e-04,1e-04,ARPC2/CD47/CYFIP1/NCKAP1/RAC1/RHOA/WDR1,7
hsa-miR-141-3p,CC,GO:0043679,axon terminus,3/54,115/20820,0.0261,10.058,4.967,0.0033,0.024,0.0152,ACTB/CALM1/CYFIP1,3
hsa-miR-141-3p,BP,GO:0007015,actin filament organization,12/54,463/20820,0.0259,9.9928,9.9788,0,0,0,ALDOA/ARPC2/CD47/CORO1C/CYFIP1/DIAPH1/HSP90B1/NCKAP1/RAC1/RHOA/SRC/WDR1,12
hsa-miR-141-3p,BP,GO:0072523,purine-containing compound catabolic process,4/54,156/20820,0.0256,9.886,5.6809,7e-04,0.0078,0.0049,ALDOA/GAPDH/PGK1/SRC,4
hsa-miR-141-3p,BP,GO:0009201,ribonucleoside triphosphate biosynthetic process,3/54,117/20820,0.0256,9.886,4.9151,0.0035,0.0248,0.0157,ALDOA/ATP6V1A/VCP,3
hsa-miR-141-3p,CC,GO:0140534,endoplasmic reticulum protein-containing complex,3/54,118/20820,0.0254,9.8023,4.8897,0.0036,0.0249,0.0158,HSP90B1/PRKCSH/VCP,3
hsa-miR-141-3p,BP,GO:0009141,nucleoside triphosphate metabolic process,7/54,277/20820,0.0253,9.7433,7.4702,0,3e-04,2e-04,ALDOA/ATP6V1A/GAPDH/HSPA8/PGK1/SRC/VCP,7
hsa-miR-141-3p,BP,GO:0008037,cell recognition,4/54,158/20820,0.0253,9.7609,5.6369,8e-04,0.0082,0.0052,ALDOA/CCT8/CD9/YWHAZ,4
hsa-miR-141-3p,BP,GO:0032271,regulation of protein polymerization,5/54,199/20820,0.0251,9.6873,6.2793,2e-04,0.003,0.0019,ARPC2/CYFIP1/HSP90AA1/NCKAP1/RAC1,5
hsa-miR-141-3p,BP,GO:0031346,positive regulation of cell projection organization,9/54,360/20820,0.025,9.6389,8.4315,0,0,0,ARPC2/CORO1C/CYFIP1/HSP90AA1/NCKAP1/RAB8B/RAC1/SLC30A1/SRC,9
hsa-miR-141-3p,CC,GO:0042581,specific granule,4/54,160/20820,0.025,9.6389,5.5938,8e-04,0.0084,0.0053,ADAM10/CD47/CYFIP1/VCL,4
hsa-miR-141-3p,BP,GO:0034341,response to type II interferon,3/54,121/20820,0.0248,9.5592,4.8151,0.0038,0.0262,0.0165,CALM1/CD47/GAPDH,3
hsa-miR-141-3p,BP,GO:1902414,protein localization to cell junction,3/54,121/20820,0.0248,9.5592,4.8151,0.0038,0.0262,0.0165,ACTB/ADAM10/VCL,3
hsa-miR-141-3p,CC,GO:0034774,secretory granule lumen,8/54,324/20820,0.0247,9.5199,7.8817,0,1e-04,1e-04,ALDOA/CCT8/CYFIP1/HSP90AA1/HSP90AB1/HSPA8/VCL/VCP,8
